label,feature
F,RMSシステムは、Windows XPのルック・アンド・フィールを備え、直感的に使用できる特徴のGUIにすること。
F,本システムは、製品の日次販売データと製品の計算式に基づいて、在庫数量調整書を作成すること。
F,本システムは、日次の製品販売データが利用可能な場合、在庫数量調整文書を自動的に生成すること。
PE,管理者は、管理画面から5秒以内にプリペイドカードを有効化できること。
PE,顧客は、PIN番号を入力することで、5秒以内にプリペイドカードの状態を確認することができること。
PE,本システムでは、5分以内にPay as you goユーザとしてウェブサイトに登録できること。
PE,本システムでは、顧客が10分以内に「映画見放題」のユーザ登録ができること。
PE,本システムでは、既存の顧客がメールアドレスとパスワードで5秒以内にログインできること。
PE,本システムは、顧客がアカウントをキャンセルできるようにし、プロセスは2分以内に終了すること。これにより、データベースはそのアカウントを非アクティブとみなし、顧客はウェブサイトにログインできなくなること。
PE,本システムは、管理者が1分以内に顧客のアカウントを無効にできること。これにより、顧客はウェブサイトにアクセスすることができなくなる。
PE,本システムは、管理者が5分以内にウェブサイト上で映画を追加、削除できること。入力された映画情報は、データベースに保存され、ウェブサイト上で公開される。
PE,本システムは、管理者が5分以内にサイト上のカテゴリーを追加・削除できること。
PE,本システムは、Izogn Managerが2分以内に売上と使用統計にアクセスできるようにすること。
PE,本システムは、管理者が2分以内に、一意のプリペイドPINを生成し、生成されたPINを使用してExcelファイルを生成できるようにすること。
LF,本ウェブサイトは、すべての視聴者にとって魅力的であること。本ウェブサイトは、楽しく見えること、色は明るく鮮やかであること。
LF,本ウェブサイトは、アフリカ的な雰囲気を備えるべきだが、アフリカ以外の人にも受け入れられるサイトにすること。サービス内容を紹介するページではアニメーションを使用し、ユーザーの興味を引き、登録を促すこと。
LF,本ウェブサイトのデザインは、モダンでクリーンで簡潔であること。
US,本製品は、インターネットの初級ユーザの90％が使用できること。
US,顧客がアカウントを作成するために必要なページ数は、最大4ページとすること。
US,顧客は、ウェブサイトにログインした後、2クリック以内でストリーミング動画に、アクセスできるようになること。
US,無記名のアンケートにより、2週間の利用で70％のお客様がストリーミング動画を安心して購入できると回答すること。
US,無記名アンケートで、95％の顧客が、システムを1か月使用した後、プリペイドカードを快適に使用および購入できることが示されること。
US,本製品は、顧客の購入の好みや情報を保持するものとする。
US,本製品は、インターネットのスキルが初級の顧客が、簡単にストリーミング動画を購入して視聴が可能であること。顧客は、事前に決められた映画を3分以内に購入して視聴できるようにする。
US,本製品は、ウェブサイトに精通しているユーザが自然に理解できるような記号や用語を使用していること。
US,本ウェブサイトでは、ユーザとのやりとりに標準的なインターネットの既約を使用する。
PE,ユーザと自動化されたシステムとの間のあらゆるインタフェースは、以下の例外で指摘されない限り、最大応答時間が5秒であること。
PE,ストリーミング動画やプリペイドカードをクレジットカードで購入する場合、処理時間は最大15秒の応答時間を必要とすること。
PE,動画をストリーミングする場合、バッファリング時間は10秒以下でなければならない（これに加えて、ユーザの接続による遅延が発生する）。
PE,ストリーミング中にバッファリングが発生するのは、ユーザの接続に遅延が発生した場合のみとする。
SE,すべてのクレジットカード情報は、サーバー上で保護され、権限のあるIzogn管理者のみがアクセスできること。情報はデータベース内で暗号化される。
A,本ウェブサイトは24時間365日利用可能であること。
A,ウェブサイトは99.5%の稼働時間を達成すること。
A,すべての動画がいつでもオンデマンドで配信されること。
FT,ストリーミングサーバーがダウンしても、本ウェブサイトは継続して運営されること。
FT,決済ゲートウェイがダウンしても、ウェブサイトは継続して運営されること。
SC,ストリーミングサーバーは、50台の同時接続に対応する。
SC,ストリーミングサーバーは、最大700本の動画に対応するが、より多くの動画に対応するために新しいサーバーを追加することができること。
SC,"本サーバーは、最大1,000人の同時接続ユーザーをサポートする。"
SC,本ウェブサイトは10万人の顧客をサポートできるものであること。
MN,本製品は、最低2年間、最大保守予算内で動作することが期待される。
O,本ウェブサイトのすべての側面は、インターネット上のウェブブラウザによってアクセスされるものとする。
O,現行のウェブサイトをサポートするのと同じハードウェアを使用して、新しいシステムを運用する。
O,以下のブラウザに対応すること。IE 5.X 6.0 Netscape 6.x 7.x 8.x and Firefox 1.0.
O,ウェブサイトは、クレジットカード決済を処理するために、CyberSource APIとのインタフェースを備える必要がある。
O,ウェブサイトは、MSN TV2と完全に連動している必要がある。
O,動画は、Windows Media Player 9.0でエンコードして配信すること。
O,動画は、56kおよび256kのストリーム用にエンコードされること。
MN,Webサイトのプロモーション更新は、1日で更新のこと。
PE,Izogn管理者は、ウェブサイトのカテゴリーリストを2分以内に更新できること。
PE,Izognの管理者は、2分以内に新製品をウェブサイトに追加できるること。
A,本システムは、顧客へのサポートのために24時間のフリーダイヤルを提供する。
US,本Webサイトには、一般的な問題に対する回答と解決策が記載されたヘルプセクションを提供すること。
A,Velkatのスタッフは、午前7時から午後7時まで電話サポートを利用して、Izogn管理者に技術サポートを提供する。
O,本製品は、1営業日以内に指定された環境に設置できるものとする。
SE,登録済みの顧客のみがストリーミング映画を購入できること。
SE,顧客は、映画を購入し、2日間の視聴期間内である場合にのみ、映画をストリーム再生できること。
SE,データベース内の顧客レコードにアクセスできるのは、許可された担当者のみとする。
SE,管理者のみがプリペイドカードをアクティブ化でできること。
SE,許可された担当者のみが販売情報にアクセスでること。
SE,本ウェブサイトは、誤ったデータが入力された場合にそのデータが破損するの防止すること。
SE,本ウェブサイトは意図的な悪用から身を守り、あらゆる場合に管理者に通知すること。
SE,データベースの完全性を検証するために、データ完全性スクリプトが毎週実行される。
SE,本ウェブサイトは、個人情報を収集する前に、本ウェブサイトのすべてのページでアクセス可能なプライバシーポリシーにより、その情報取扱方法をユーザーに周知するものとする。
SE,本システムは、情報ポリシーの変更を顧客に通知すること。
SE,本システムは、組織の情報ポリシーに準拠する場合にのみ個人情報を開示するものとする。
SE,すべての顧客情報は、許可された担当者のみがアクセスできる安全なデータベースに保存されること。
SE,すべてのクレジットカード情報はデータベースで暗号化すること。
SE,ストリーミングサーバーには、悪意のあるウイルスの感染を防ぐためのウイルス対策ソフトウェアを搭載すること。
LF,ウェブサイトはナイジェリアのすべての部族に対応する必要がある。
LF,ウェブサイトは、宗教的または民族的グループに不快感を与えるものであってはならない。
LF,本ウェブサイトは、ナイジェリア人だけでなく、すべてのアフリカ人にアピールする必要がある。
O,Webサイトは、ホームページにアニメーションを提供するためにFlashを使用しなければならない。
L,IzognMoviesは、アフリカの映画をストリーミングするために、適切な組織によって定められたライセンス条項を満たすものとする。
L,WebサイトはW3C標準に準拠すること。
L,PHPコードはPEAR標準に準拠すること。
F,このウェブサイトでは、顧客はタイトル俳優または監督で映画を検索できる。
F,映画の詳細を表示すると、ウェブサイトには、管理者が入力した映画の説明俳優と監督が表示される。
F,ウェブサイトは、ユーザが映画をストリーミングすることを許可する前に、クレジットカードによる支払いを要求および承認するものとする。
F,ウェブサイトは、購入した映画は、購入日から最大2日間、Windows MediaPlayerを介してストリーミングできるもととする。
F,ウェブサイトは、顧客がizogn管理者によって入力されたカテゴリ別に映画を閲覧できるようにするものとする。
F,ウェブサイトは、顧客が他の顧客による選択された映画のレビューを見ることができるようにするものとする。
F,ウェブサイトでは、顧客が選択した映画のレビューを追加することができるものとする。
F,ウェブサイトは、顧客が投稿したレビューをIzogn管理者が承認することができるものとする。
F,本システムは、顧客がプリペイドカードでストリーミング映画の支払いをすることを可能にする。
F,ウェブサイトでは、顧客が、5ドル、10ドル、20ドルのプリペイドカードを、クレジットカードまたは郵送による支払い方法で購入できるようにすること。
F,本システムは、毎週金曜日にウェブサイトのメインページを自動的に更新し、ウェブサイトに追加された最新の映画4本を表示すること。
F,本システムは、ユーザがウェブサイトの「マイアカウント」セクションを介して請求先や連絡先の情報を更新できること。
F,プリペイドカードは、電子メールまたは印刷された紙のカードで配布すること。
F,登録済みの顧客のみがストリーミング映画を購入できる。
F,映画をストリーミングできるのは、顧客が映画を購入し、2日以内に映画をストリーミングできる場合のみとする。
F,ウェブサイトは、Izogn Managerが設定した様々なパラメータを持つ無料トライアル期間をサポートすることができなければならない。
F,ストリーミングムービーの売上はすべてデータベースに記録され、管理者によりアクセスされる。
F,登録されたすべての顧客情報は、顧客がアカウントを解約した後もデータベースに保存され、維持されること。
F,毎日の利用統計を記録し、管理者がアクセスできること。
F,オーナーは、すべてのストリーミングムービーに自由にアクセスできること。
PE,合計リードサイクルタイムは、営業時間内（米国中部標準時の午前8時から午後8時まで）にリードボリュームの90％を占める場合は5分、営業時間外にリードボリュームの99％を占める場合は3分で完了しなければならない。
PE,処理されたリードタイムの97％において、25秒以上の時間でリードタイムの評価が完了することはない。
PE,25秒以上経過したリードタイムの場合、本システムはそのイベントと時間を記録する。
PE,本プロセスは、全ライフサイクルのうちリードタイムが3分以内に割り当てられる自動担当者割り当てプロセスで定められた処理時間の条件に適合する必要がある。
O,リード洗浄プロセスは、確立された物理的なウェブサービス構造ないで動作する。
O,洗浄プロセスでは、リードデータを受信して処理する際に、xmlのような拘束力のない中立的なデータフォーマットを使用する必要がある。
A,欠陥レポートは、24時間365日、技術部門が利用できる。
MN,洗浄パラメータは、定期メンテナンス時間中に更新される。
F,ベンダーは無効なリードを確認する。
F,ベンダーは、企業の請求システムに適用される信用検証レコードを提出する。
F,リードが高範囲でスコアリングされると、本システムはリードデータとスコアをエンタープライズシステムに提供する。
F,リード洗浄機能は、Webサービスが受信したすべてのリードの有効なデータを検証する。
F,リード洗浄機能は、Webサービスによってキャプチャされたすべてのリードを挿入する。
F,リードスコアが高い平均スコア内にある場合は、ARA機能によって処理される。
F,リードスコアが中程度の平均の範囲内にある場合は、eleadsシステムを介して、登録コーディネータにより、手動で検証するように設定される。
F,リードスコアが低い平均内にある場合、それは供給ベンダーに返却される。
F,リード洗浄機能は、連絡先とアカデミックスコアの両方の情報をまとめて合計スコアを算出する。
F,リード洗浄機能は、企業や学校から提供されたパラメータを使用して、リードの一部をスコアリングします。
F,リード洗浄機能は、拒否の理由とともにベンダーに提供されたリードデータを返却する。
F,リード洗浄機能には、リードデータパラメータを保守できるインタフェースを備える。
F,リード洗浄機能は、ユーザの認証とパラメータの更新を行う権利を確認する。
F,リード洗浄機能は、エンタープライズシステムから返された潜在的なリードの重複を保存すること。
F,リードをエンタープライズシステムに送信する前に、リード洗浄機能によってリードが入場担当者に割り当ること。
F,リード洗浄機能は、エンタープライズシステムから利用可能な担当者の期間リストを受け取ること。
LF,本製品は、海上の船舶の様子を再現すること。
LF,本製品では、潜望鏡からビューとして、円内のグリッドを表示すること。
LF,本製品では、特定の船種の画像を用いて、各船種をグリッドに表示すること。
LF,攻撃側のプレーヤーがシュートを打つとき、本製品は海に浮かぶ船の音を再現すること。
LF,ショットが失敗と判定された場合、本製品は、ショットがターゲットを外れたときの音を再現すること。
LF,ショットがヒットしたとき、本製品は、ショットがターゲットに当たったときの音を再現すること。
LF,船の沈没時には、本製品は沈没音を再現すること。
A,本製品は、1日24時間、週7日利用可能であること。
PE,本製品は、多数のゲームを同時に処理できること。
PE,応答時間は、ゲームの流れを維持するのに十分な速さであること。応答時間は、95％のうち2秒以下、残りの5％のうちの応答時間は4秒以下とする。
PE,本製品は、プレーヤーの個人情報を保護するものとする。本製品は、プレイヤーが他のプレイヤーの個人を特定する可能性のある情報にアクセスできないようにすること。
US,本製品は、直感的でわかりやすいこと。10人中9人のユーザーが、トレーニングなしでゲームを成功させることができること。
US,本製品は、英語、スペイン語、フランス語を理解するプレイヤーが利用できること。本製品は、アクセス時に言語を選択できること。
SE,本製品は、他のプレイヤーの個人情報を明らかにする可能性のある情報へのアクセスをプレイヤーに提供しないものとする。
PE,応答時間は、ゲームの流れを維持するのに十分な速さであること。応答時間は、95％のうち2秒以下、残りの5％のうちの応答時間は4秒以下とする。
F,本製品は、プレーヤーのリストを保持できなければならない。
F,本製品では、ユーザーが自分自身をプレーヤーとして識別できること。
F,ゲームが開始されると、本製品はそのゲームに割り当てられた選手を選手リストから選択できないようにしなければならない。
F,本製品は、ユーザーがいつでもプレーヤーのリストから自分を削除できること。
F,本製品は、非活動中の選手を選手リストから選択できないようにすること。
F,本製品は、24時間活動していないプレーヤーをプレーヤーリストから削除すること。
F,本製品では、プレーヤーが、プレーヤーリストから利用可能な他のプレーヤーを選択することで、ゲームを開始することができること。
F,ゲームが開始されると、本製品は各プレーヤーに防御用のグリッドを表示すること。
F,ゲームが開始されると、本製品は各プレーヤーに攻撃用のグリッドを表示すること。
F,本製品は、プレイヤーが相手プレイヤーの攻撃用のグリッドや防御用のグリッドを見ることができないようにすること。
F,ゲームが開始されると、本製品は各プレイヤーに5隻の船をそれぞれの防御グリッドに配置させること。
F,本製品では、プレイヤーはグリッド上で船を水平に配置することができなければならない。
F,本製品では、プレイヤーはグリッド上で船を垂直に配置できなければならない。
F,製品は、プレイヤーが船をグリッド上に斜めに配置できなければならない。
F,本製品は、プレイヤーが自分のグリッド上で船を重ねることができないようになっていること。
F,両プレイヤーが5隻の艦船をそれぞれの防御グリッドに配置した時点で、本製品は第1ターンの各プレイヤーの状態を定義しなければならない。
F,各ターンにおいて、本製品は1人のプレーヤーを攻撃的な状態に、1人のプレーヤーを防御的な状態に識別しなければならない。
F,本製品は、攻守いずれのターンにおいても、各プレーヤーの状態を保持しなければならない。
F,各ターンの開始時に、本製品は各プレイヤーに自分のステータスを通知しなければならない。
F,各ターンにおいて、本製品は攻撃側のプレーヤーにショットを定義させなければならない。
F,各ショットについて、本製品は攻撃側のプレイヤーの攻撃用グリッドを調べ、ショットがヒットしたか失敗したかを判断しなければならない。
F,本製品は、ショットごとに、そのショットがヒットしたか失敗したかをプレイヤーに通知しなければならない。
F,各ショットについて、製品はそのショットを防御側プレーヤーの防御用グリッドにヒットまたは失敗としてマークしなければならない。
F,各ショットについて、本製品はそのショットを攻撃側プレーヤーの攻撃用グリッドにヒットまたは失敗としてマークしなければならない。
F,そのヒットの結果、船が沈んだ場合、本製品はプレイヤーに船が沈んだことを通知しなければならない。
F,そのヒットの結果、船が沈んだ場合、製品はその船を防御側プレーヤーの防御グリッド上に沈んだと表示しなければならない。
F,そのヒットの結果、船が沈んだ場合、本製品は沈んだ船の種類を防御側プレーヤーの防御範囲に表示しなければならない。
F,そのヒットにより船が沈んだ場合、本製品はその船を攻撃側プレイヤーの攻撃グリッド上に沈んだと表示しなければならない。
F,そのショットがヒットとしてマークされた場合、本製品は攻撃側プレーヤーにショットを定義することを許可しなければならない。
F,そのショットが失敗と判定された場合、本製品は攻撃側プレーヤーのステータスを防御側に変更しなければならない。
F,そのショットが失敗と判定された場合、本製品は防御側のプレーヤーの状態を攻撃側に変更しなければならない。
F,本製品は、ゲームが終了するまでターンを割り当て続けるものとする。
F,製品は、攻撃側のプレーヤーのヒットにより、以前に沈没したとしてマークされていなかった最後の防御側のプレーヤーの船が沈没したときに、ゲームを終了するものとします。
F,本製品では、プレイヤーがゲーム中にいつでもゲームを終了できなければならない。
F,ゲームが終了した場合、本製品はプレーヤーにゲームが終了したことを通知しなければならない。
F,ゲーム終了の通知には、ゲームが終了した理由（プレイヤーがゲームに勝利した、またはプレイヤーがゲームを終了したなど）が含まれる。
F,本製品は、ゲームが終了すると、各プレーヤーは、プレーヤーリストにおいて、自身が利用可能であることを認識できること。
F,本製品は、ゲームが終了すると、各プレーヤーがプレーヤーリストから自身を削除することを許可すること。
US,本システムは、発信者と監督者が使いやすいものでなければならない。発信者と監督者は、あらゆるシステムのタスクを2分以内に達成できなければならない。
US,本システムは、発信者および監督者が容易に習得できるものであること。発信者および監督者は、10分以内にシステムの使用方法を習得すること。
PE,本システムは、応答性が高いこと。DePaul TeleServices Centerでは、監督者が本システムを使用して、発信者のスケジュールを確認する際、システムの応答時間は、90%が2秒以下、残りの時間は5秒以下でなければならない。
PE,本システムは、56kの接続では、すべての操作に対するシステムの応答時間が、90%以上の確率で3秒以下でなければならない。
PE,本システムは、112k以上の接続では、すべての操作に対するシステムの応答時間が、90%以上の確率で3秒以下でなければならない。
A,本システムは、1年間毎日（365日）、稼働していること。システムは、年間365日、午前12時から午後6時jの間、使用できなければならない。
A,本システムは、年中無休で午前7時から、午後11時59分の間、使用可能でなければならない。
MN,本製品は、インターネットブラウザに依存しないこと。本製品はInternet ExplorerとNetscape Navigatorで動作すること。
SE,本製品は、監督者のみが空のタイムスロットを通知することを保証しなければならない。本製品は、監督者が空のタイムスロットを通知するためのアクセスが許可されていることを確認しなければならない。
SE,製品は、監督者だけが発信者のスケジュールを入力できることを保証しなければならない。本製品は、監督者が通知された空のタイムスロットにアクセスできることを保証しなければならない。
SE,本製品は、監督者のみがすべての発信者のスケジュールを閲覧できることを保証しなければならない。本製品は、監督者が通知された空のタイムスロットにアクセスできることを保証しなければならない。
LF,インタフェースは、シンプルな外観であること。インタフェースとユーザビリティの調査により、ベータテストのテスターの90％が、インタフェースが十分にシンプルであると回答しなければならない。
LF,インタフェースは、発信者および監督者にとって魅力的であること。インタフェースとユーザビリティの調査により、ベータテストのテスターの80％が、インタフェースが魅力的であると回答しなければならない。
LF,本製品は、モニタリングサービスに基づくGUIを提供すること。システム管理者は、メッセージのやり取りを監視し、問題を予測し、特定し、内部および外部のサポートを提供すること。
LF,本製品は、City of Chicago Application Development Guide Frameworkに準拠すること。Application Development Frameworkは、構造化されたグラフィカル・ユーザー・インターフェースを提供する。
US,本製品は監視サービスを提供すること。システム管理者およびDBAは、2週間の使用後、本システムを容易に使用できること。
US,本製品は、エラー追跡サービスを提供します。本製品は、システム管理者やDBAがトランザクションエラーを99％解決することを支援すること。
US,本製品はポータルを提供しなければならない。本製品は、システム管理者がアドホック・レポートやKPI（Key Performance Indicators）を使ってトランザクションを分析することを支援する。
PE,本製品は、非同期メッセージングを提供すること。本製品は、非同期メッセージングを提供することで、並列処理を可能にし、通信のオーバーヘッドを削減することこと。
PE,本製品は、マルチスレッディングとロードバランシングを提供しなければならない。本製品は、データ負荷の急増やトラフィックを克服するために、マルチスレッドとロードバランシングを提供すること。
PE,本製品は2秒以内にメッセージを処理しなければならない。本製品の最大メッセージ処理時間は2秒とする。
PE,本製品は、1秒ごとにメッセージをポーリングしなければならない。本製品は、最大1秒ごとに新しいメッセージについてシステムをポーリングする。
PE,本製品は、動的変更サポート（Dynamic Change Support）と透過的リソース追加（Transparent resource addition）を提供すること。このことは、本製品がスケーラビリティへの対応と、1日を超えるサービスの中断を回避するためである。
A,本製品は99％の確率でで利用可能であること。根拠としては、お客様のサービス対応が最も忙しい時期にサービスが中断されることを避けるためである。本製品は、通常の営業日には、稼働99.99%の確率で製品を利用できるなければならない。
FT,本製品は堅牢でなければならない。本製品は規格の採用に基づく故障回避機能を備えていなければならない。
FT,製品はフォールトトレランスを備え、堅牢でなければならない。本製品は、リカバリ技術を用いた補償トランザクションと障害回避のためのルーティングにより、フォールトトレランスを備えていなければならない。
SC,本製品は、すべてのトランザクションを処理できなければならない。本製品は、年間最低100万のトランザクションを処理できなければならない。
O,本製品は、プラットフォームに依存しないものとする。本製品は、あらゆるタイプの開発環境およびプラットフォームへのアクセスを可能にしなければならない。
O,本製品は、CSRとDatastreamとインターフェース接続ができなければならない。本製品は、CSRとEAMの間で、2つのシステム間の直接のインターフェースなしに、リアルタイムでメッセージを交換できなければならない。
MN,本製品は、アップグレードによる変更または新しいリソースの追加中も稼働を継続しなければならない。本製品は、新しいリソースの追加があっても、サービスの中断なく、稼働し続けることができるものとする。
MN,本製品は定期的にアップデートされなければならない。本製品は、6ヶ月ごとに新しい主要機能が導入され、6ヶ月ごとに四半期ごとのメンテナンスリリースが行われる。
MN,本製品は、あらゆるプラットフォームで動作しなければならない。本製品は、そのアーキテクチャに変更を加えることなく、あらゆる新技術に対応すること。
SE,本製品がセキュリティを担保すること。本製品は、製品が認証と認可を提供しなければならない。
SE,本製品はセキュリティに関する情報を提供しなければならない。本製品は、暗号化WS-SecurityおよびIntegrityCheckingによってプライバシーを確保しなければならない。
SE,本製品は、監査機能を備えなければならない。本製品は、監査およびトランザクションの追跡を目的として、メッセージを最低1年間保存すること。
LF,本システムは、IBMおよびCCRのブランド基準を使用すること。本システムのインターフェースに、IBMのロゴとCCRのロゴが1つずつ表示すること。
LF,本システムは、CCRユーザが所有する業務用のコンピュータで表示可能でなければならない。システムのインターフェイスは、800×600ピクセルの解像度で表示されるように整形されていること。
LF,本システムのインタフェースはCCRの命名法を使用する。本システムは、既存のWCSシステムやレポートで使用されているのと同じ命名法を使用しなければならない。
LF,インターフェイスは、CCRの経営陣にアピールする方法でデータを要約しなければならない。すべてのレポートのタイプには、少なくとも1つのハイレベルな要約（サマリ）が、結果ダッシュボード／インターフェースに表示されなければならない。
US,システムは、ポイント＆クリック式のインターフェースを採用すること。すべての選択およびナビゲーション機能の100％が、マウスまたはキーボードのいずれかで起動または選択できること。
US,インターフェイスは使いやすすくなければならない。ユーザの90%が、初回の使用時にシステムを使用してレポートの作成が可能なこと。インタフェースはIBMのユーザビリティ基準に準拠すること。
US,レポートは容易に生成されなければならない。レポートは、ワンボタンのクリックで作成でき、（レポートを選択した後）ワンボタンでエクスポートできる必要がある。
US,ユーザは、短時間で指示なしでシステムを使用できなければならない。ユーザは、1回の使用で、システムの使い方やナビゲーションの90％を理解し、覚えられる必要がある。
US,すべてのCCRユーザは、WCSシステムが展開される前にトレーニングを受けなければならない。システム展開前に、100％のCCRユーザに対して1回のトレーニングセッションを実施する（CCRユーザが利用可能であることが前提である）。
US,WCS システムは、Corporate Community Grants 組織が定義した適切な命名法と用語を使用しなければならない。すべてのインターフェースとレポートは、CCRのユーザによるユーザビリティテストを受ける。
A,WCS システムは、IBM の社内イントラネット W3 がアクセス可能である限り、常時、利用可能でなければならない。WCSシステムは、IBMの内部イントラネットW3が利用可能時間の95％で利用可能でなければならない。
SC,WCSシステムは、現在システムに含まれていない、その他の指定されたWCSデータベースを接続する機能を有しなければならない。
SC,WCSシステムは、米国外の地域向けのデータを含める機能があり、CCR管理者により承認された場合、米国外のユーザがアクセスできる機能を持たなければならない。
O,WCS システムは、Windows 環境で動作しなければなない。WCSシステム は、Windows 2000 以上の OS を搭載した IBM のコンピュータからインターネットを介してアクセスすることができる。
O,WCSシステムのBrio部分は、スプレッドシート形式（Microsoft ExcelおよびLotus 1-2-3形式）のファイルをエクスポートできる必要がある。Brioは、.xlsまたは.123ファイル形式でレポートを作成/エクスポートするボタンをユーザインターフェースに提供する。
MN,WCS システムは、CCR ユーザーが利用できるデータを更新するために、WCS データベースへのクエリをもう一度（指定された日に）実行しなければならない。データ更新のための外部データベースへの問い合わせは、週に一度行わなければならない。
MN,WCS システムのすべての変更更新および追加は、WCS デベロッパーガイドおよび WCS ユーザーガイドで更新されるものとする。すべての変更は、WCSシステムのドキュメントに反映されなければならない。
SE,本システムには、権限を与えられたCorporate Community Grants（CCR）の従業員のみがアクセスできるものとする。ユーザは、IBMイントラネットのユーザー名とパスワードを使って認証されなければならない。
SE,WCSシステムは、いかなるユーザによる自動ログインも許可しないものとする。ユーザのWCSログイン情報を含むCookiesは、ユーザのコンピュータには保存されない。
SE,各チームオーナーは、チームオーナーページにアクセスするために、ユーザー名とパスワードを使用して認証を受ける必要があります。
SE,コミッショナーは、リーグの設定を調整するための権限を持つ唯一のユーザである。
LF,各ページには、現在のページが含まれているインデックスを示すナビゲーションメニューが含まれているなければならない。
LF,各ページは同様のフォーマットで、アクションアイテムが一箇所に、ナビゲーションボタンが別の場所に配置されてなければならない。
LF,メッセージボードには、リーグページに最近投稿された5つのメッセージが表示されなければならない。表示されるメッセージには、メッセージの最初の150文字までを含める。
US,新規ユーザは、スタートアップページに到達してから30秒以内に、リーグとチームのページをナビゲートできなければならない。
US,ユーザは、チームオーナページからワンクリックで、選手の追加・削除・トレードのページにアクセスできなければならない。
US,ユーザは、各ページで少なくとも25人のNFL選手の統計データとポイントを閲覧できなければならない。
US,本アプリケーションは、選手のドロップやトレードを行う前に、ユーザに確認を取るらなければならない。
PE,本アプリケーションは、ネットワーク経由でリクエストを受信してから1/4秒以内に、すべてのユーザのトランザクションを完了できなければならない。
A,本アプリケーションのダウンタイムは、年間で最大10分でなければならない。
O,本アプリケーションは、Webアプリケーションサーバー上で動作しなければならない。
O,プライマリデータベースは、アクティブなユーザ向けのキャッシュデータを保存するために使用される。
O,セカンダリデータベースは、統計やデータの履歴を保存するために使用される。
MN,アプリケーションの更新は、NFLシーズン中の水曜日の午前3時から午前6時（CST）の間に行われる。
MN,システムの新バージョンのリリースは、NFLの各シーズンの初めに実施しなければならない。
A,RFS システムは、特に予算編成期間中は 24 時間 365 日利用可能であること。RFSシステムは、年間を通して90％、予算編成期間中は98％の確率で利用可能であること。2%の確率で、状況が報告されてから1時間以内にシステムを利用可能にすること。
O,実装に先立ち、98%のユーザ側のワークステーションが最低限のハードウェア要求を満たすこと。ハードディスクの空き容量は、400MB以上であること。
O,ユーザ側のワークステーションの98%が、導入前に最低限のソフトウェア要求を満たしていること。Microsoft Internet Explorer 5.0、Microsoft .NET Framework 1.1、Microsoft Internet Explorer Web Controlsをインストール済みであること。
O,RFS システムは、BDW 環境からデータを読み込むために容易にインタフェースを提供すること。7つのデータファイルをBDWから受信し、毎年、予算編成プロセス開始の1日前の3時間以内にRFSシステムに読み込むこと。データは 10 月の月末時点のものを使用する。テストファイル（7 個）は、BDW から年間を通じて最大 5 回読み込まれるものとする。
MN,収入と支出の算出式の変更は、毎年、予算編成プロセスの開始前にRFSシステムに適用されなければならない。収入と支出の算出式は、受け取ってから1週間以内に更新され、その後2週間かけてプロジェクト開発チームとPCGファイナンスが共同で行う予算試算のテストを実施する。
MN,BDWに追加された新しい支店/複合施設/地区/地域および収入/支出勘定は、RFSシステムに反映されなければならない。10月の月末時点で利用可能なエンティティ（上記）の100％が、予算開始プロセスの前にRFSシステムにロードされる。
SE,承認されたユーザのみがRFSシステムにアクセスする。UASシステムに存在し、その役割にRFSシステムが割り当てられているユーザのみが、RFSシステムにアクセスして使用することができる。
SE,ユーザのアクセスは、ロールに付与された権限に制限する必要がある。PCG階層の各レベルにロールが割り当てられ、ユーザにはこれらのロールが割り当てられます。 RFSシステム内の機能へのアクセスは、ロールに割り当てられた特権/権限によって異なる。
LF,本製品は、 ENET 証券のイントラネットページの標準および要求に準拠している必要がある。製品のルック・アンド・フィールの95％は、実装前にアーキテクチャグループによって承認される。製品のルック・アンド・フィールの残りの5％は、製品リリースから1か月以内に修正および承認される。
LF,イントラネットのページは、800x600以上のすべての解像度で適切に表示される必要がある。全ページの表示は、実装前に95％の解像度で正しく表示される。残りの5%については、正しく表示されない旨の通知を受けてから1週間以内に修正する。
US,ユーザがシステムを容易に使用し、規定の時間内に予算を完成させる必要がある。製品導入前に1週間のトレーニングを行うことで、98％のユーザが規定の時間内に予算を完成させることができなければならない。
PE,本製品のインターフェースは高速である必要がある。本製品のインターフェースは、応答時間の90％は2秒を超えてはならない。本製品のインタフェースの応答時間の10％は、10秒を超えてはならない。
LF,JIS X8314-3:2010「高齢者・障害者等配慮設計指針－情報通信における機器，ソフトウェア及びサー ビス－第３部:ウェブコンテンツ」を参考に，アクセシビリティガイドラインを作成すること。その際， コンテンツ作成者が使用することを想定した，わかりやすいガイドラインを作成すること。
FT,編集用サーバへの接続は，インターネットによる接続を可とする。その場合，IPアドレスで制限する等の方法により庁内ネットワーク以外からの接続を制限すること。また通信経路における盗聴を防ぐために，SSL等の方法によりセキュリティを保つこと。災害時等により庁内ネットワークから接続ができない場合，どのような対応を行うかを具体的に提案すること。
MN,サーバOSは，セキュリティを考慮してサーバOSはLinuxを推奨する。Windowsでの提案の場合はセキュリティパッチを速やかに適用することを保守作業に含めること。
SC,ハードディスクはRAID構成をとること。ウェブサイトの移行及び今後の更新作業に十分な容量のディ スクを搭載すること。また増設可能なこと。
FT,システムバックアップ／データバックアップを行えるバックアップ装置を1基以上内蔵していること。
