label,feature
LF,0.0,ショットがヒットしたとき、本製品は、ショットがターゲットに当たったときの音を再現すること。
LF,0.0,船の沈没時には、本製品は沈没音を再現すること。
A,0.0,本製品は、1日24時間、週7日利用可能であること。
PE,0.0,本製品は、多数のゲームを同時に処理できること。
PE,0.0,応答時間は、ゲームの流れを維持するのに十分な速さであること。応答時間は、95％のうち2秒以下、残りの5％のうちの応答時間は4秒以下とする。
PE,1.0,本製品は、プレーヤーの個人情報を保護するものとする。本製品は、プレイヤーが他のプレイヤーの個人を特定する可能性のある情報にアクセスできないようにすること。
US,0.0,本製品は、直感的でわかりやすいこと。10人中9人のユーザーが、トレーニングなしでゲームを成功させることができること。
US,0.0,本製品は、英語、スペイン語、フランス語を理解するプレイヤーが利用できること。本製品は、アクセス時に言語を選択できること。
SE,1.0,本製品は、他のプレイヤーの個人情報を明らかにする可能性のある情報へのアクセスをプレイヤーに提供しないものとする。
PE,0.0,応答時間は、ゲームの流れを維持するのに十分な速さであること。応答時間は、95％のうち2秒以下、残りの5％のうちの応答時間は4秒以下とする。
US,0.0,本システムは、発信者と監督者が使いやすいものでなければならない。発信者と監督者は、あらゆるシステムのタスクを2分以内に達成できなければならない。
US,0.0,本システムは、発信者および監督者が容易に習得できるものであること。発信者および監督者は、10分以内にシステムの使用方法を習得すること。
PE,0.0,本システムは、応答性が高いこと。DePaul TeleServices Centerでは、監督者が本システムを使用して、発信者のスケジュールを確認する際、システムの応答時間は、90%が2秒以下、残りの時間は5秒以下でなければならない。
PE,0.0,本システムは、56kの接続では、すべての操作に対するシステムの応答時間が、90%以上の確率で3秒以下でなければならない。
PE,0.0,本システムは、112k以上の接続では、すべての操作に対するシステムの応答時間が、90%以上の確率で3秒以下でなければならない。
A,0.0,本システムは、1年間毎日（365日）、稼働していること。システムは、年間365日、午前12時から午後6時jの間、使用できなければならない。
A,0.0,本システムは、年中無休で午前7時から、午後11時59分の間、使用可能でなければならない。
MN,0.0,本製品は、インターネットブラウザに依存しないこと。本製品はInternet ExplorerとNetscape Navigatorで動作すること。
SE,1.0,本製品は、監督者のみが空のタイムスロットを通知することを保証しなければならない。本製品は、監督者が空のタイムスロットを通知するためのアクセスが許可されていることを確認しなければならない。
SE,1.0,製品は、監督者だけが発信者のスケジュールを入力できることを保証しなければならない。本製品は、監督者が通知された空のタイムスロットにアクセスできることを保証しなければならない。
SE,1.0,本製品は、監督者のみがすべての発信者のスケジュールを閲覧できることを保証しなければならない。本製品は、監督者が通知された空のタイムスロットにアクセスできることを保証しなければならない。
LF,0.0,インタフェースは、シンプルな外観であること。インタフェースとユーザビリティの調査により、ベータテストのテスターの90％が、インタフェースが十分にシンプルであると回答しなければならない。
LF,0.0,インタフェースは、発信者および監督者にとって魅力的であること。インタフェースとユーザビリティの調査により、ベータテストのテスターの80％が、インタフェースが魅力的であると回答しなければならない。
LF,0.0,本製品は、モニタリングサービスに基づくGUIを提供すること。システム管理者は、メッセージのやり取りを監視し、問題を予測し、特定し、内部および外部のサポートを提供すること。
LF,0.0,本製品は、City of Chicago Application Development Guide Frameworkに準拠すること。Application Development Frameworkは、構造化されたグラフィカル・ユーザー・インターフェースを提供する。
US,0.0,本製品は監視サービスを提供すること。システム管理者およびDBAは、2週間の使用後、本システムを容易に使用できること。
US,0.0,本製品は、エラー追跡サービスを提供します。本製品は、システム管理者やDBAがトランザクションエラーを99％解決することを支援すること。
US,0.0,本製品はポータルを提供しなければならない。本製品は、システム管理者がアドホック・レポートやKPI（Key Performance Indicators）を使ってトランザクションを分析することを支援する。
PE,0.0,本製品は、非同期メッセージングを提供すること。本製品は、非同期メッセージングを提供することで、並列処理を可能にし、通信のオーバーヘッドを削減することこと。
PE,0.0,本製品は、マルチスレッディングとロードバランシングを提供しなければならない。本製品は、データ負荷の急増やトラフィックを克服するために、マルチスレッドとロードバランシングを提供すること。
PE,0.0,本製品は2秒以内にメッセージを処理しなければならない。本製品の最大メッセージ処理時間は2秒とする。
PE,0.0,本製品は、1秒ごとにメッセージをポーリングしなければならない。本製品は、最大1秒ごとに新しいメッセージについてシステムをポーリングする。
PE,0.0,本製品は、動的変更サポート（Dynamic Change Support）と透過的リソース追加（Transparent resource addition）を提供すること。このことは、本製品がスケーラビリティへの対応と、1日を超えるサービスの中断を回避するためである。
A,0.0,本製品は99％の確率でで利用可能であること。根拠としては、お客様のサービス対応が最も忙しい時期にサービスが中断されることを避けるためである。本製品は、通常の営業日には、稼働99.99%の確率で製品を利用できるなければならない。
FT,0.0,本製品は堅牢でなければならない。本製品は規格の採用に基づく故障回避機能を備えていなければならない。
FT,0.0,製品はフォールトトレランスを備え、堅牢でなければならない。本製品は、リカバリ技術を用いた補償トランザクションと障害回避のためのルーティングにより、フォールトトレランスを備えていなければならない。
SC,0.0,本製品は、すべてのトランザクションを処理できなければならない。本製品は、年間最低100万のトランザクションを処理できなければならない。
O,0.0,本製品は、プラットフォームに依存しないものとする。本製品は、あらゆるタイプの開発環境およびプラットフォームへのアクセスを可能にしなければならない。
O,0.0,本製品は、CSRとDatastreamとインターフェース接続ができなければならない。本製品は、CSRとEAMの間で、2つのシステム間の直接のインターフェースなしに、リアルタイムでメッセージを交換できなければならない。
MN,0.0,本製品は、アップグレードによる変更または新しいリソースの追加中も稼働を継続しなければならない。本製品は、新しいリソースの追加があっても、サービスの中断なく、稼働し続けることができるものとする。
MN,0.0,本製品は定期的にアップデートされなければならない。本製品は、6ヶ月ごとに新しい主要機能が導入され、6ヶ月ごとに四半期ごとのメンテナンスリリースが行われる。
MN,0.0,本製品は、あらゆるプラットフォームで動作しなければならない。本製品は、そのアーキテクチャに変更を加えることなく、あらゆる新技術に対応すること。
SE,1.0,本製品がセキュリティを担保すること。本製品は、製品が認証と認可を提供しなければならない。
SE,1.0,本製品はセキュリティに関する情報を提供しなければならない。本製品は、暗号化WS-SecurityおよびIntegrityCheckingによってプライバシーを確保しなければならない。
SE,1.0,本製品は、監査機能を備えなければならない。本製品は、監査およびトランザクションの追跡を目的として、メッセージを最低1年間保存すること。
LF,0.0,本システムは、IBMおよびCCRのブランド基準を使用すること。本システムのインターフェースに、IBMのロゴとCCRのロゴが1つずつ表示すること。
LF,0.0,本システムは、CCRユーザが所有する業務用のコンピュータで表示可能でなければならない。システムのインターフェイスは、800×600ピクセルの解像度で表示されるように整形されていること。
LF,0.0,本システムのインタフェースはCCRの命名法を使用する。本システムは、既存のWCSシステムやレポートで使用されているのと同じ命名法を使用しなければならない。
LF,0.0,インターフェイスは、CCRの経営陣にアピールする方法でデータを要約しなければならない。すべてのレポートのタイプには、少なくとも1つのハイレベルな要約（サマリ）が、結果ダッシュボード／インターフェースに表示されなければならない。
US,0.0,システムは、ポイント＆クリック式のインターフェースを採用すること。すべての選択およびナビゲーション機能の100％が、マウスまたはキーボードのいずれかで起動または選択できること。
US,0.0,インターフェイスは使いやすすくなければならない。ユーザの90%が、初回の使用時にシステムを使用してレポートの作成が可能なこと。インタフェースはIBMのユーザビリティ基準に準拠すること。
US,0.0,レポートは容易に生成されなければならない。レポートは、ワンボタンのクリックで作成でき、（レポートを選択した後）ワンボタンでエクスポートできる必要がある。
US,0.0,ユーザは、短時間で指示なしでシステムを使用できなければならない。ユーザは、1回の使用で、システムの使い方やナビゲーションの90％を理解し、覚えられる必要がある。
US,0.0,すべてのCCRユーザは、WCSシステムが展開される前にトレーニングを受けなければならない。システム展開前に、100％のCCRユーザに対して1回のトレーニングセッションを実施する（CCRユーザが利用可能であることが前提である）。
US,0.0,WCS システムは、Corporate Community Grants 組織が定義した適切な命名法と用語を使用しなければならない。すべてのインターフェースとレポートは、CCRのユーザによるユーザビリティテストを受ける。
A,0.0,WCS システムは、IBM の社内イントラネット W3 がアクセス可能である限り、常時、利用可能でなければならない。WCSシステムは、IBMの内部イントラネットW3が利用可能時間の95％で利用可能でなければならない。
SC,0.0,WCSシステムは、現在システムに含まれていない、その他の指定されたWCSデータベースを接続する機能を有しなければならない。
SC,0.0,WCSシステムは、米国外の地域向けのデータを含める機能があり、CCR管理者により承認された場合、米国外のユーザがアクセスできる機能を持たなければならない。
O,0.0,WCS システムは、Windows 環境で動作しなければなない。WCSシステム は、Windows 2000 以上の OS を搭載した IBM のコンピュータからインターネットを介してアクセスすることができる。
O,0.0,WCSシステムのBrio部分は、スプレッドシート形式（Microsoft ExcelおよびLotus 1-2-3形式）のファイルをエクスポートできる必要がある。Brioは、.xlsまたは.123ファイル形式でレポートを作成/エクスポートするボタンをユーザインターフェースに提供する。
MN,0.0,WCS システムは、CCR ユーザーが利用できるデータを更新するために、WCS データベースへのクエリをもう一度（指定された日に）実行しなければならない。データ更新のための外部データベースへの問い合わせは、週に一度行わなければならない。
MN,0.0,WCS システムのすべての変更更新および追加は、WCS デベロッパーガイドおよび WCS ユーザーガイドで更新されるものとする。すべての変更は、WCSシステムのドキュメントに反映されなければならない。
SE,1.0,本システムには、権限を与えられたCorporate Community Grants（CCR）の従業員のみがアクセスできるものとする。ユーザは、IBMイントラネットのユーザー名とパスワードを使って認証されなければならない。
SE,1.0,WCSシステムは、いかなるユーザによる自動ログインも許可しないものとする。ユーザのWCSログイン情報を含むCookiesは、ユーザのコンピュータには保存されない。
SE,1.0,各チームオーナーは、チームオーナーページにアクセスするために、ユーザー名とパスワードを使用して認証を受ける必要があります。
SE,1.0,コミッショナーは、リーグの設定を調整するための権限を持つ唯一のユーザである。
LF,0.0,各ページには、現在のページが含まれているインデックスを示すナビゲーションメニューが含まれているなければならない。
LF,0.0,各ページは同様のフォーマットで、アクションアイテムが一箇所に、ナビゲーションボタンが別の場所に配置されてなければならない。
LF,0.0,メッセージボードには、リーグページに最近投稿された5つのメッセージが表示されなければならない。表示されるメッセージには、メッセージの最初の150文字までを含める。
US,0.0,新規ユーザは、スタートアップページに到達してから30秒以内に、リーグとチームのページをナビゲートできなければならない。
US,0.0,ユーザは、チームオーナページからワンクリックで、選手の追加・削除・トレードのページにアクセスできなければならない。
US,0.0,ユーザは、各ページで少なくとも25人のNFL選手の統計データとポイントを閲覧できなければならない。
US,0.0,本アプリケーションは、選手のドロップやトレードを行う前に、ユーザに確認を取るらなければならない。
PE,0.0,本アプリケーションは、ネットワーク経由でリクエストを受信してから1/4秒以内に、すべてのユーザのトランザクションを完了できなければならない。
A,0.0,本アプリケーションのダウンタイムは、年間で最大10分でなければならない。
O,0.0,本アプリケーションは、Webアプリケーションサーバー上で動作しなければならない。
O,0.0,プライマリデータベースは、アクティブなユーザ向けのキャッシュデータを保存するために使用される。
O,0.0,セカンダリデータベースは、統計やデータの履歴を保存するために使用される。
MN,0.0,アプリケーションの更新は、NFLシーズン中の水曜日の午前3時から午前6時（CST）の間に行われる。
MN,0.0,システムの新バージョンのリリースは、NFLの各シーズンの初めに実施しなければならない。
A,0.0,RFS システムは、特に予算編成期間中は 24 時間 365 日利用可能であること。RFSシステムは、年間を通して90％、予算編成期間中は98％の確率で利用可能であること。2%の確率で、状況が報告されてから1時間以内にシステムを利用可能にすること。
O,0.0,実装に先立ち、98%のユーザ側のワークステーションが最低限のハードウェア要求を満たすこと。ハードディスクの空き容量は、400MB以上であること。
O,0.0,ユーザ側のワークステーションの98%が、導入前に最低限のソフトウェア要求を満たしていること。Microsoft Internet Explorer 5.0、Microsoft .NET Framework 1.1、Microsoft Internet Explorer Web Controlsをインストール済みであること。
O,0.0,RFS システムは、BDW 環境からデータを読み込むために容易にインタフェースを提供すること。7つのデータファイルをBDWから受信し、毎年、予算編成プロセス開始の1日前の3時間以内にRFSシステムに読み込むこと。データは 10 月の月末時点のものを使用する。テストファイル（7 個）は、BDW から年間を通じて最大 5 回読み込まれるものとする。
MN,0.0,収入と支出の算出式の変更は、毎年、予算編成プロセスの開始前にRFSシステムに適用されなければならない。収入と支出の算出式は、受け取ってから1週間以内に更新され、その後2週間かけてプロジェクト開発チームとPCGファイナンスが共同で行う予算試算のテストを実施する。
MN,0.0,BDWに追加された新しい支店/複合施設/地区/地域および収入/支出勘定は、RFSシステムに反映されなければならない。10月の月末時点で利用可能なエンティティ（上記）の100％が、予算開始プロセスの前にRFSシステムにロードされる。
SE,1.0,承認されたユーザのみがRFSシステムにアクセスする。UASシステムに存在し、その役割にRFSシステムが割り当てられているユーザのみが、RFSシステムにアクセスして使用することができる。
SE,1.0,ユーザのアクセスは、ロールに付与された権限に制限する必要がある。PCG階層の各レベルにロールが割り当てられ、ユーザにはこれらのロールが割り当てられます。 RFSシステム内の機能へのアクセスは、ロールに割り当てられた特権/権限によって異なる。
LF,0.0,本製品は、 ENET 証券のイントラネットページの標準および要求に準拠している必要がある。製品のルック・アンド・フィールの95％は、実装前にアーキテクチャグループによって承認される。製品のルック・アンド・フィールの残りの5％は、製品リリースから1か月以内に修正および承認される。
LF,0.0,イントラネットのページは、800x600以上のすべての解像度で適切に表示される必要がある。全ページの表示は、実装前に95％の解像度で正しく表示される。残りの5%については、正しく表示されない旨の通知を受けてから1週間以内に修正する。
US,0.0,ユーザがシステムを容易に使用し、規定の時間内に予算を完成させる必要がある。製品導入前に1週間のトレーニングを行うことで、98％のユーザが規定の時間内に予算を完成させることができなければならない。
PE,0.0,本製品のインターフェースは高速である必要がある。本製品のインターフェースは、応答時間の90％は2秒を超えてはならない。本製品のインタフェースの応答時間の10％は、10秒を超えてはならない。
LF,0.0,JIS X8314-3:2010「高齢者・障害者等配慮設計指針－情報通信における機器，ソフトウェア及びサー ビス－第３部:ウェブコンテンツ」を参考に，アクセシビリティガイドラインを作成すること。その際， コンテンツ作成者が使用することを想定した，わかりやすいガイドラインを作成すること。
FT,1.0,編集用サーバへの接続は，インターネットによる接続を可とする。その場合，IPアドレスで制限する等の方法により庁内ネットワーク以外からの接続を制限すること。また通信経路における盗聴を防ぐために，SSL等の方法によりセキュリティを保つこと。災害時等により庁内ネットワークから接続ができない場合，どのような対応を行うかを具体的に提案すること。
MN,1.0,サーバOSは，セキュリティを考慮してサーバOSはLinuxを推奨する。Windowsでの提案の場合はセキュリティパッチを速やかに適用することを保守作業に含めること。
SC,0.0,ハードディスクはRAID構成をとること。ウェブサイトの移行及び今後の更新作業に十分な容量のディ スクを搭載すること。また増設可能なこと。
FT,0.0,システムバックアップ／データバックアップを行えるバックアップ装置を1基以上内蔵していること。
SC,0.0,ウェブサイトの移行及び今後の更新作業に十分な容量のディスクを搭載すること。
SC,0.0,ハードディスクはRAID構成をとること。ウェブサイトの移行及び今後の更新作業に十分な容量のディスクを搭載すること。また増設可能なこと。
A,0.0,停電が発生した場合でも一定時間（72時間程度），動作を保証すること。
PO,0.0,"移行対象コンテンツの範囲としては、再構築対象コンテンツに指定されたコンテンツをすべて移行すること。ただし見積上は3,000ページ の移行を前提とすること。①作業内容 作業内容について提案書に明示すること。②作業分担 作業ごとに大崎市と受託者の作業分担を提案書に明示すること。"
PO,0.0,再構築対象外コンテンツに指定されたコンテンツは移行対象外とする。 また以下のコンテンツも移行対象外とする。・トップページのように新規に構築するコンテンツ・カテゴリページやサイトマップのようにCMSで自動的に生成されるコンテンツ
PO,0.0,システムの切替作業について提案書に明示すること。ただし，切替に必要なDNSの設定変更は，本委 託業務対象外とするが，その経費については，本業務の受託業者が負担するものとする。①作業内容 作業内容について提案書に明示すること。②作業分担 作業ごとに受託者の作業分担を提案書に明示すること。
A,0.0,適用徴収システムの稼働率は100％とすること。稼働時間は、 職員の利用時間に基づき算出すること。稼働時間には、夜間のバッチ処理等の時間は含めないものとする。加えて、一部機能の利用停止時間は、システム全体の停止時間には含めないものとする。
A,0.0,RSシステム適用徴収システムの稼働率は100％とすること。稼働時間は、 職員の利用時間に基づき算出すること。稼働時間には、夜間のバッチ処理等の時間は含めないものとする。加えて、一部機能の利用停止時間は、システム全体の停止時間には含めないものとする。
A,0.0,電子申請機能の稼働率は100％ とすること。稼働率の算出において、計画停止による期間は除くものとする。
A,0.0,事業場公開機能の稼働率は100％ とすること。稼働率の算出において、計画停止による期間は除くものとする。
A,0.0,可用性に係る対策として、障害発生時にシステム全体が停止しないよう、運用設計書等において定められた対処策について予め十分に習熟し、必要なシステム操作が実施されること。
A,0.0,適用徴収システムのアプリケーション障害時の復旧時間目標は、 3時間以内とする。
A,0.0,適用徴収システムのサーバ事業者導入機器に対する、ハードウェア障害時の復旧時間は、一次切分け後、4時間以内とする。
A,0.0,適用徴収システムの事業者導入機器である端末に対する、ハードウェア障害時の復旧時間は、一次切分け後、8時間以内とする。
A,0.0,プリンタ等の事業者導入機器を含む、ハードウェア障害時の復旧時間は、一次切分け後、翌営業日の保守時間内とする。
A,0.0,OCR関連サーバ機器等の事業者導入機器を含む、ハードウェア障害時の復旧時間は、一次切分け後、4時間以内とする。
A,0.0,OCR装置等の事業者導入機器を含む、ハードウェア障害時の復旧時間は、一次切分け後、8時間以内とする。
A,0.0,バックアップ機器除く事業者導入機器を含む、ハードウェア障害時の復旧時間は、一次切分け後、6時間以内とする。
A,0.0,バックアップ機器等の事業者導入機器を含む、ハードウェア障害時の復旧時間は、一次切分け後、12時間以内とする。
FT,0.0,適用徴収システム緊急時対応計画に従い、災害発生時の対応体制及び対応内容を予め定め、運用計画書に記載すること。災害発生時には、予め定めた体制にて対応すること。不測の事態が発生した場合には、厚生労働省と対応策を検討し、対策を講じること。
MN,0.0,ＡＰ保守は、RSシステムサーバ及び文書管理用クライアント端末のログファイルを各々のローカルディスクで管理し、ディスク容量圧迫時等にDVDに保管する。
MN,0.0,ＨＷ/ＳＷ/ＮＷ保守は、システム運用・保守統括者からの対応指示に従い、対応処理（ネットワーク遮断等）を実施する。システム運用・保守統括者は、対応処理の管理及びシステム管理部門への対応結果報告を実施する。ＡＰ保守は、対応処理を支援し、サーバ切替等発生した場合には動作確認を実施する。
MN,0.0,ＡＰ保守は、作業指示書を基に、投入データを作成する。 システム運用・保守統括者は、投入データ作成作業を管理する。
MN,0.0,ＡＰ保守は、データベースの断片化監視を行い、必要に応じて再編成を実施する。システム運用・保守統括者は、データベースの断片化監視、再編成の作業を管理する。
MN,0.0,ＡＰ保守、ＨＷ/ＳＷ/ＮＷ保守は、サービス等に関するインシデントが発生した場合、システム運用・保守統括者へ報告する。システム運用・保守統括者は、インシデント内容をシステム管理部門へ報告する。
MN,0.0,ヘルプデスクは、システム管理部門から承認されたインシデント情報を取りまとめの上、管理する。システム運用・保守統括者は、インシデント対応状況を管理する。
MN,0.0,AP保守は、法令改正等を契機として手続情報・申請書様式情報を新たに作成又は更新し、e-Govに公開する。運用オペレータは、手続一括登録ファイルを媒体（CD又は DVD）に書き込む。
MN,0.0,運用オペレータは、法令改正等を契機として不要となった手続情報を削除し、e-Govに公開する。ＡＰ保守は、テスト・検証環境での動作確認を実施する。 運用オペレータは、手続一括登録ファイルを媒体（CD又は DVD）に書き込む。
MN,0.0,ＡＰ保守は、ＭＰＮ国庫金接続試験に係る試験データ作成、試験環境構築及び試験対応を実施する。
MN,0.0,ＡＰ保守は、電子申請仕様変更環境及び保守環境について、改修を行った電子申請様式の登録作業等を実施する。また、テスト・検証環境での動作確認を実施する。
MN,0.0,ＡＰ保守は、電子申請機能の停止をe-Ｇov運用センター宛に依頼するための申請用CSVファイルを作成する。また、テスト・検証環境での動作確認を実施する。
MN,0.0,システム運用・保守統括者は、セキュリティ監査で問題が発生した場合、緊急対応が必要か否かを判断する。
MN,0.0,システム運用・保守統括者は、セキュリティチェック項目の適正を判断する。ＨＷ/ＳＷ/ＮＷ保守は、セキュリティチェック項目の適正判断を支援する。
MN,0.0,AP保守は、RS-B・キー変更情報データの削除に係る更新及び確認用のSQL文を作成し、RSシステム検証サーバにて検証する。その後、該当する労働局のRSシステムサーバにてデータ更新作業を実施する。更新後、動作確認を実施する。
MN,0.0,AP保守は、RS-B・文書種類マスタデータの削除に係る更新及び確認用のSQL文を作成し、RSシステム検証サーバにて検証する。その後、該当する労働局のRSシステムサーバにてデータ更新作業を実施する。更新後、動作確認を実施する。
MN,0.0,AP保守は、都道府県労働局職員が行うRS-J・総コンデータ等事務組合連携データ取込みについて、エラーデータ発生時等に該当する労働局のRSシステムサーバにてデータ調査、対応方法を回答する。
MN,0.0,AP保守は、RS-J・雇用保険料率、労災保険料率、一般拠出金料率をRSシステムサーバに追加登録する。
MN,0.0,AP保守は、RS-J・延滞金率をRSシステムサーバに追加登録する。
MN,0.0,AP保守は、RS-J・報奨金定額、報奨金定率をRSシステムサーバに追加登録する。
MN,0.0,AP保守は、RS-J・法定納期や督促期限日等のイベント日の情報をRSシステムサーバに追加登録する。
MN,0.0,AP保守は、RSシステムサーバの産業分類情報を一括変更する。
MN,0.0,AP保守は、RSシステムサーバに接続し、RS-C・RS-B・RS- Jごとの年度切替え状況を監視する。
MN,0.0,AP保守は、労働保険適用徴収システムにおける重要イベントに向け、事前にテスト・検証環境でリハーサルを行い、対象アプリケーションに問題がないことを確認する。
MN,0.0,AP保守は、事業場環境、テスト・検証環境及び本番環境 サーバについて、システムユーザのパスワードが期限切れとなる前に、パスワード変更作業を実施する。
MN,0.0,AP保守は、MPN国庫金接続試験に係る試験データ作成、試験環境構築及び試験対応を実施する。
MN,0.0,AP保守は、電子申請仕様変更環境及び保守環境について、改修を行った電子申請様式の登録作業等を実施する。また、テスト・検証環境での動作確認を実施する。
MN,0.0,AP保守は、電子申請機能の停止をe-Gov運用センター宛に依頼するための申請用CSVファイルを作成する。また、テスト・検証環境での動作確認を実施する。
MN,0.0,AP保守は、他事業者が修正した資材(開発業者が瑕疵対応した資材や改修対応事業者が修正した資材)について、本番環境リリース前にテスト・検証環境にて取込テストを実施する。
MN,0.0,AP保守は、他システムの改修、更改及び定期的な動作確認試験等に伴い、アプリケーションを含む動作確認を実施する。また、関連事業者で対応が必要な事項について、関連事業者に協力依頼等の調整を実施する。
MN,0.0,AP保守は、口座引落日通知票PDF、及び口座引落日通知ハガキ印書データに出力される可変文言を変更する。
MN,0.0,運用オペレータは、法務省登記事務システムからの法務省登記データを基に、法務省適用事業情報をシステムに登録する。
MN,0.0,運用オペレータは、法務省府県コード情報をマスタメンテナンス機能により登録する。AP保守は、テスト・検証環境での動作確認を実施する。
MN,0.0,運用オペレータは、労災行政情報管理システムからの改定確定保険料決定通知書データを基に、改定確定保険料決定通知書情報をシステムに登録する。
MN,0.0,運用オペレータは、総務省に提供する総務省統計局統計調査部用適用更新（全件）データの媒体（DVD）を作成する。
FT,0.0,本システムは、サーバで発生する障害に対して、要求されたサービスを維持するため、複数の筐体を用意し、機器の冗長化を行う。冗長化の具体的構成については、別紙に示す。
FT,0.0,本システムは、内臓ディスク、電源、ファン等のサーバを構成するコンポーネントで発生する障害に対して、要求されたサービスを維持するため、ミラー化、二重化を行い、コンポーネントの冗長化を行う。冗長化の具体的構成については、別紙に示す。
FT,0.0,本システムは、端末で発生する障害に対して、要求されたサービスを維持するため、予備の端末を用意する等の冗長化を行う。冗長化の具体的構成については、別紙に示す。
FT,0.0,本システムは、端末を構成するコンポーネントで発生する障害に対して、要求されたサービスを維持するため、RAID化を行う等等のコンポーネントの冗長化を行う。冗長化の具体的構成については、別紙に示す。
FT,0.0,本システムは、ルータやスイッチ等のネットワーク機器で発生する障害に対して、要求されたサービスを維持するため、冗長化したサーバを収容するスイッチを用意する等の冗長化を行う。冗長化の具体的構成については、別紙に示す。
FT,0.0,本システムは、電源、CPU、FAN等のネットワーク機器を構成するコンポーネントで発生する障害に対して、要求されたサービスを維持するため、コンポーネントを冗長化を行う。冗長化の具体的構成については、別紙に示す。
FT,0.0,本システムは、ネットワークで発生する障害に対して、要求されたサービスを維持するため、LANケーブル等、ネットワークを構成する伝送路を物理的に複数用意し、一方の伝送路で障害が発生しても他方での通信が可能な状態にする等の、回線の冗長化を行う。冗長化の具体的構成については、別紙に示す。
FT,0.0,本システムは、ネットワークの経路で発生する障害に対して、要求されたサービスを維持するため、ネットワーク内でデータを送受信する対象間で、データの流れる順序、例えば、経由するルータの順序、を複数設定することで、ある区間で障害が発生しても、他の経路で迂回し通信を可能な状態にする等の、経路の冗長化を行う。冗長化の具体的構成については、別紙に示す。
FT,0.0,本システムは、ネットワークで発生する障害に対して、要求されたサービスを維持するため、監視、バックアップ、オンライン、バッチ等の用途に応じてセグメントの分割を行う。セグメントの分割方法については、別紙に示す。
FT,0.0,本システムは、NAS、iSCSI対応の装置を含むディスクアレイなどの外部記憶装置等のストレージで発生する障害に対して、要求されたサービスを維持するため、機器の冗長化を行う。冗長化の具体的構成については、別紙に示す。
FT,0.0,本システムは、CPUや電源、FAN、インターフェース等のストレージを構成するコンポーネントで発生する障害に対して、要求されたサービスを維持するため、コンポーネントの冗長化を行う。冗長化の具体的構成については、別紙に示す。
FT,0.0,本システムは、ディスクで発生する障害に対して、要求されたサービスを維持するため、単一冗長、多重冗長によるディスクの冗長化を行う。冗長化の具体的構成については、別紙に示す。
FT,0.0,本システムは、データで発生する障害に対して、要求されたサービスを維持するため、オフラインバックアップまたはオンラインバック等のバックアップ方式を定め、データのバックアップを行う。バックアップ方式については、別紙に示す。
FT,0.0,本システムは、データで発生する障害に対して、要求されたサービスを維持するため、データ復旧範囲をあらかじめ定めるものとする。業務継続性の要求に基づき、具体的なデータの復旧範囲については、別紙に示す。
FT,0.0,本システムは、データで発生する障害に対して、要求されたサービスを維持するため、エラー検出、再試行、訂正等のデータインテグリティを維持する仕組みを実装する。
SC,0.0,本サービスを用いることで、拡張性と冗長性に対応する。需要の変動やユーザの増加にも対応し、長時間のサービス停止リスクを軽減する。設計面では、ネットワークの負荷分散、アプリケーションサーバのプール、およびデータベースのクラスタ化を行う。
SC,0.0,将来の制度の変更や、対象業務の追加・変更に対する拡張性を考慮し、以下に示すように柔軟性を持った開発技法を採用すること。利用者の増加やアクセスの増加に対して、サーバやディスクの増強及び負荷分散等が容易に対応可能な拡張性と柔軟性を確保すること。
SC,0.0, 将来の制度の変更や、対象業務の追加・変更に対する拡張性を考慮し、以下に示すように柔軟性を持った開発技法を採用すること。計算処理や帳票出力等、プログラムを機能範囲ごとに部品化することにより、法改正等に伴うシステム改修範囲及びテスト範囲を極小化すること。
SC,0.0,将来の制度の変更や、対象業務の追加・変更に対する拡張性を考慮し、以下に示すように柔軟性を持った開発技法を採用すること。本システムは、機能間の連携内容の変更等に柔軟に対応すること。
SC,0.0,将来の制度の変更や、対象業務の追加・変更に対する拡張性を考慮し、本システムは、システム上で管理するマスタデータについて、その整合性・完全性を継続的に保つための仕組み及びプロセスを提案すること。
SC,0.0,将来の制度の変更や、対象業務の追加・変更に対する拡張性を考慮し、機能拡張の仕組み・プロセスを活用したマスタデータメンテナンス手法を構築し、システム稼働後のデータの整合性・完全性を担保すること。
PO,0.0,オペレーティングシステム、ミドルウェアの機能改善、脆弱性対策等の保守サポートが継続的に受けられるよう、オペレーティングシステム、ミドルウェアの保守サポート期間を踏まえた、計画的なバージョンアップが行えるシステムとすること。
PO,0.0,脆弱性対策がなされたオペレーティングシステム、ミドルウェア上でアプリケーションプログラムが正常に動作するシステムとすること。また、既知の脆弱性に対して直ちに修正が提供されない場合でも、侵入されるリスクを暫定的な対応で最小化し、修正が提供された際に随時対応がなされる構成とすること。
PO,0.0, 設計・開発期間に提供されたソフトウェアのバージョンアップ等のうち、次期リリースに向けた取り込みが必要なものについては、テスト工程等において、それを取り込んだ上での動作確認を実施すること。
FT,0.0,災害等で本システムが被災し、システムの停止等が発生した場合は、運用継続計画に基づいた対応を行うこと。
FT,0.0,災害等によるデータの消失等に備えた業務データやシステムデータのバックアップの取得、及び取得したバックアップデータの遠隔地保管等の対策について検討を行い、その結果の承認を得ること。
